State,District,Population,Lat,Long
New_Hampshire,Cheshire,76085.0,42.92015988,-72.25311043
New_Hampshire,Coos,31563.0,44.69063265,-71.30633239
New_Hampshire,Grafton,89886.0,43.93779815,-71.82057197
New_Hampshire,Hillsborough,417025.0,42.91537785,-71.7200253
New_Hampshire,Merrimack,151391.0,43.29662971,-71.6811573
New_Hampshire,Rockingham,309769.0,42.98499744,-71.12883377
New_Hampshire,Strafford,130633.0,43.291833000000004,-71.02336013
New_Hampshire,Sullivan,43146.0,43.36094111,-72.22203125
New_Jersey,Atlantic,263670.0,39.47538693,-74.65848483
New_Jersey,Bergen,932202.0,40.96010917,-74.07164325
New_Jersey,Burlington,445349.0,39.87681124,-74.66927768
New_Jersey,Camden,506471.0,39.80343818,-74.96388753
New_Jersey,Cape_May,92039.0,39.15008829,-74.80170244
New_Jersey,Cumberland,149527.0,39.37199394,-75.10712559
New_Jersey,Essex,798975.0,40.78681335,-74.24657979
New_Jersey,Gloucester,291636.0,39.71581067,-75.13995546
New_Jersey,Hudson,672391.0,40.73766234,-74.07515667
New_Jersey,Hunterdon,124371.0,40.56335249,-74.91284156
New_Jersey,Mercer,367430.0,40.28047017,-74.70479631
New_Jersey,Middlesex,825062.0,40.43629879,-74.41426991
New_Jersey,Monmouth,618795.0,40.26549699,-74.22240686
New_Jersey,Morris,491845.0,40.86095313,-74.54553709999998
New_Jersey,Ocean,607186.0,39.8895449,-74.28089251
New_Jersey,Passaic,501826.0,41.03238628,-74.29954144
New_Jersey,Salem,62385.0,39.58719656,-75.34696629999998
New_Jersey,Somerset,328934.0,40.56465737,-74.61683016
New_Jersey,Sussex,140488.0,41.13891592,-74.69118243
New_Jersey,Union,556341.0,40.65835409,-74.30680092
New_Jersey,Warren,105267.0,40.85951833,-74.99556527
New_Mexico,Bernalillo,679121.0,35.05163625,-106.6703554
New_Mexico,Catron,3527.0,33.91514144,-108.4046587
New_Mexico,Chaves,64615.0,33.36406072,-104.4665365
New_Mexico,Cibola,26675.0,34.91131525,-107.998876
New_Mexico,Colfax,11941.0,36.60569702,-104.64726740000002
New_Mexico,Curry,48954.0,34.57421077,-103.34688759999999
New_Mexico,De_Baca,1748.0,34.34274529,-104.4117842
New_Mexico,Dona_Ana,218195.0,32.35275771,-106.83293870000001
New_Mexico,Eddy,58460.0,32.47167456,-104.3053527
New_Mexico,Grant,26998.0,32.73911281,-108.3827845
New_Mexico,Guadalupe,4300.0,34.86319296,-104.790669
New_Mexico,Harding,625.0,35.85751555,-103.82209379999999
New_Mexico,Hidalgo,4198.0,31.91383467,-108.7151824
New_Mexico,Lea,71070.0,32.79215361,-103.4123733
New_Mexico,Lincoln,19572.0,33.74526079,-105.4586166
New_Mexico,Los_Alamos,19369.0,35.86631386,-106.31349850000001
New_Mexico,Luna,23709.0,32.18179341,-107.75088259999998
New_Mexico,McKinley,71367.0,35.58007720000001,-108.262245
New_Mexico,Mora,4521.0,36.01095101,-104.9497716
New_Mexico,Otero,67490.0,32.61348406,-105.7417604
New_Mexico,Quay,8253.0,35.10403332,-103.54817270000001
New_Mexico,Rio_Arriba,38921.0,36.51072137,-106.69316740000001
New_Mexico,Roosevelt,18500.0,34.02097406,-103.4799493
New_Mexico,San_Juan,123958.0,36.50838318,-108.32043700000001
New_Mexico,San_Miguel,27277.0,35.48014807,-104.8163562
New_Mexico,Sandoval,146748.0,35.68862401,-106.86878030000001
New_Mexico,Santa_Fe,150358.0,35.50708973,-105.9774716
New_Mexico,Sierra,10791.0,33.13028233,-107.1925893
New_Mexico,Socorro,16637.0,34.00715494,-106.9298354
New_Mexico,Taos,32723.0,36.58006022,-105.63101979999999
New_Mexico,Torrance,15461.0,34.64048375,-105.8508949
New_Mexico,Union,4059.0,36.48126404,-103.4709624
New_Mexico,Valencia,76688.0,34.71669834,-106.8103733
New_York,Albany,305506.0,42.60060306,-73.97723916
New_York,Allegany,46091.0,42.25748406,-78.02750466
New_York,Bronx,1418207.0,40.85209301,-73.86282755
New_York,Broome,190488.0,42.15903158,-75.81326086
New_York,Cattaraugus,76117.0,42.24778241,-78.67923096
New_York,Cayuga,76576.0,42.91261714,-76.55731592
New_York,Chautauqua,126903.0,42.22769210000001,-79.36691763
New_York,Chemung,83456.0,42.13891056,-76.7638805
New_York,Chenango,47207.0,42.49430041,-75.60887553
New_York,Clinton,80485.0,44.74530905,-73.67875352
New_York,Columbia,59461.0,42.24819348,-73.63089095
New_York,Cortland,47581.0,42.59509207,-76.07048931
New_York,Delaware,44135.0,42.19837623,-74.96709306
New_York,Dutchess,294218.0,41.76486060000001,-73.74356679
New_York,Erie,918702.0,42.76249024,-78.73063652
New_York,Essex,36885.0,44.11630765,-73.77297842
New_York,Franklin,50022.0,44.59040891,-74.29926032
New_York,Fulton,53383.0,43.11363907,-74.41798804
New_York,Genesee,57280.0,43.0022601,-78.19135193
New_York,Greene,47188.0,42.275797,-74.12384884
New_York,Hamilton,4416.0,43.66146647,-74.49721957
New_York,Herkimer,61319.0,43.42034246,-74.96145307
New_York,Jefferson,109834.0,44.04200959,-75.94653457
New_York,Kings,2559903.0,40.636182500000004,-73.94935552
New_York,Lewis,26296.0,43.784415700000004,-75.44903992
New_York,Livingston,62914.0,42.72596275,-77.77966158
New_York,Madison,70941.0,42.91653905,-75.67266639
New_York,Monroe,741770.0,43.14638895,-77.69322942
New_York,Montgomery,49221.0,42.90123494,-74.44011632
New_York,Nassau,1356924.0,40.74066522,-73.58941873
New_York,New_York,1628706.0,40.76727260000001,-73.97152637
New_York,Niagara,209281.0,43.19898042,-78.74777412
New_York,Oneida,228671.0,43.24375382,-75.43710392
New_York,Onondaga,460528.0,43.00491923,-76.19971155
New_York,Ontario,109777.0,42.85145728,-77.30874425
New_York,Orange,384940.0,41.40337468,-74.30240757
New_York,Orleans,40352.0,43.2516977,-78.2320066
New_York,Oswego,117124.0,43.42778894,-76.14635194
New_York,Otsego,59493.0,42.63492579,-75.03151402
New_York,Putnam,98320.0,41.42630093,-73.74965532
New_York,Queens,2253858.0,40.71088124,-73.81684712
New_York,Rensselaer,158714.0,42.71348136,-73.51089874
New_York,Richmond,476143.0,40.58582155,-74.14808598
New_York,Rockland,325789.0,41.15027894,-74.02560498
New_York,Saratoga,229863.0,43.10904162,-73.86653895
New_York,Schenectady,155299.0,42.81668777,-74.05278291
New_York,Schoharie,30999.0,42.58831742,-74.44339029999998
New_York,Schuyler,17807.0,42.39184015,-76.8773299
New_York,Seneca,34016.0,42.78081007,-76.82497064
New_York,St._Lawrence,107740.0,44.4976179,-75.06550039
New_York,Steuben,95379.0,42.2689144,-77.3829924
New_York,Suffolk,1476601.0,40.88320119,-72.8012172
New_York,Sullivan,75432.0,41.71579493,-74.76394559
New_York,Tioga,48203.0,42.16852837,-76.30835812
New_York,Tompkins,102180.0,42.44945765,-76.47229843
New_York,Ulster,177573.0,41.89027881,-74.26252104
New_York,Warren,63944.0,43.56173026,-73.8433699
New_York,Washington,61204.0,43.31153794,-73.43043448
New_York,Wayne,89918.0,43.15494365,-77.02976528
New_York,Westchester,967506.0,41.16278376,-73.75741653
New_York,Wyoming,39859.0,42.70145109,-78.22199579
New_York,Yates,24913.0,42.63505484,-77.10369919
North_Carolina,Alamance,169509.0,36.0434701,-79.39976137
North_Carolina,Alexander,37497.0,35.922379600000006,-81.17751948
North_Carolina,Alleghany,11137.0,36.49360862,-81.12857041
North_Carolina,Anson,24446.0,34.97403241,-80.09953279
North_Carolina,Ashe,27203.0,36.43296207,-81.49862729
North_Carolina,Avery,17557.0,36.07569796,-81.92308483
North_Carolina,Beaufort,46994.0,35.48531943,-76.84325809
North_Carolina,Bertie,18947.0,36.0688473,-76.96545943
North_Carolina,Bladen,32722.0,34.61296243,-78.56180059
North_Carolina,Brunswick,142820.0,34.070565,-78.22814204
North_Carolina,Buncombe,261191.0,35.61113393,-82.53305
North_Carolina,Burke,90485.0,35.74989637,-81.70755735
North_Carolina,Cabarrus,216453.0,35.3877799,-80.55267168
North_Carolina,Caldwell,82178.0,35.95204977,-81.54799522
North_Carolina,Camden,10867.0,36.33804939,-76.15568396
North_Carolina,Carteret,69473.0,34.8932941,-76.54120135
North_Carolina,Caswell,22604.0,36.39312665,-79.33353281
North_Carolina,Catawba,159551.0,35.66211129,-81.2132617
North_Carolina,Chatham,74470.0,35.70394416,-79.25541492
North_Carolina,Cherokee,28612.0,35.1349263,-84.05970864
North_Carolina,Chowan,13943.0,36.12908077,-76.60118385
North_Carolina,Clay,11231.0,35.05704275,-83.74353633
North_Carolina,Cleveland,97947.0,35.33553364,-81.55204486
North_Carolina,Columbus,55508.0,34.26744084,-78.65801424
North_Carolina,Craven,102139.0,35.11833364,-77.08398081
North_Carolina,Cumberland,335509.0,35.04762133,-78.82623165
North_Carolina,Currituck,27763.0,36.36123664,-75.95876401
North_Carolina,Dare,37009.0,35.66520691,-75.71767334
North_Carolina,Davidson,167609.0,35.79115496,-80.21256572
North_Carolina,Davie,42846.0,35.93099927,-80.54496571
North_Carolina,Duplin,58741.0,34.93449805,-77.93140529
North_Carolina,Durham,321488.0,36.03638492,-78.87608331
North_Carolina,Edgecombe,51472.0,35.91230639,-77.59436892
North_Carolina,Forsyth,382295.0,36.12859861,-80.25459052
North_Carolina,Franklin,69685.0,36.081519,-78.28708884
North_Carolina,Gaston,224529.0,35.29373559,-81.17477045
North_Carolina,Gates,11562.0,36.44667547,-76.69749701
North_Carolina,Graham,8441.0,35.3506925,-83.83369267
North_Carolina,Granville,60443.0,36.30337451,-78.65184241
North_Carolina,Greene,21069.0,35.48544173,-77.67578087
North_Carolina,Guilford,537174.0,36.07959451,-79.78824948
North_Carolina,Halifax,50010.0,36.25669272,-77.6556109
North_Carolina,Harnett,135976.0,35.36731853,-78.87243571
North_Carolina,Haywood,62317.0,35.55269063,-82.98196486
North_Carolina,Henderson,117417.0,35.33788927,-82.4766782
North_Carolina,Hertford,23677.0,36.3607755,-76.98104134
North_Carolina,Hoke,55234.0,35.01888303,-79.23651674
North_Carolina,Hyde,4937.0,35.42017674,-76.15180542
North_Carolina,Iredell,181806.0,35.80950511,-80.8743128
North_Carolina,Jackson,43938.0,35.28814273,-83.14093385
North_Carolina,Johnston,209339.0,35.51745004,-78.36622717
North_Carolina,Jones,9419.0,35.02254606,-77.35870791
North_Carolina,Lee,61779.0,35.47623147,-79.17569362
North_Carolina,Lenoir,55949.0,35.24032589999999,-77.64245615
North_Carolina,Lincoln,86111.0,35.48508185,-81.21740317
North_Carolina,Macon,35858.0,35.14867843,-83.41696617
North_Carolina,Madison,21755.0,35.85402722,-82.71346418
North_Carolina,Martin,22440.0,35.84326734,-77.10860251
North_Carolina,McDowell,45756.0,35.67736232,-82.0482425
North_Carolina,Mecklenburg,1110356.0,35.24469268,-80.8317671
North_Carolina,Mitchell,14964.0,36.01059309,-82.1582442
North_Carolina,Montgomery,27173.0,35.33155144,-79.90416657
North_Carolina,Moore,100880.0,35.30885257,-79.48474178
North_Carolina,Nash,94298.0,35.96575634,-77.98422508
North_Carolina,New_Hanover,234473.0,34.25758282,-77.87075626
North_Carolina,Northampton,19483.0,36.41736238,-77.39769443
North_Carolina,Onslow,197938.0,34.72607366,-77.42908179
North_Carolina,Orange,148476.0,36.06092947,-79.12167935
North_Carolina,Pamlico,12726.0,35.15253315,-76.66559823
North_Carolina,Pasquotank,39824.0,36.26723798,-76.25134778
North_Carolina,Pender,63060.0,34.52265624,-77.90352133
North_Carolina,Perquimans,13463.0,36.17847453,-76.40603143
North_Carolina,Person,39490.0,36.38989032,-78.97217358
North_Carolina,Pitt,180742.0,35.59535426,-77.37353178
North_Carolina,Polk,20724.0,35.27820615,-82.16812354
North_Carolina,Randolph,143667.0,35.71015088,-79.80570339
North_Carolina,Richmond,44829.0,35.00417719,-79.74491009
North_Carolina,Robeson,130625.0,34.64244496,-79.10250529999998
North_Carolina,Rockingham,91010.0,36.39593137,-79.77504841
North_Carolina,Rowan,142088.0,35.64003916,-80.52446628
North_Carolina,Rutherford,67029.0,35.40114178,-81.92112099
North_Carolina,Sampson,63531.0,34.98820368,-78.36914061
North_Carolina,Scotland,34823.0,34.8386299,-79.4757978
North_Carolina,Stanly,62806.0,35.31647813,-80.25093221
North_Carolina,Stokes,45591.0,36.4017975,-80.23893369
North_Carolina,Surry,71783.0,36.41689489,-80.69102283
North_Carolina,Swain,14271.0,35.48665845,-83.48748932
North_Carolina,Transylvania,34385.0,35.20383864,-82.79638423
North_Carolina,Tyrrell,4016.0,35.87147226,-76.17055253
North_Carolina,Union,239859.0,34.98960527,-80.52955873
North_Carolina,Vance,44535.0,36.36880673,-78.40670845
North_Carolina,Wake,1111761.0,35.78879266,-78.65249174
North_Carolina,Warren,19731.0,36.39728256,-78.10652228
North_Carolina,Washington,11580.0,35.83810081,-76.57299037
North_Carolina,Watauga,56177.0,36.23103603,-81.70033724
North_Carolina,Wayne,123131.0,35.36438125,-78.00027268
North_Carolina,Wilkes,68412.0,36.2084135,-81.16232895
North_Carolina,Wilson,81801.0,35.70625477,-77.917978
North_Carolina,Yadkin,37667.0,36.16222629,-80.66239436
North_Carolina,Yancey,18069.0,35.90079156,-82.31237181
North_Dakota,Adams,2216.0,46.09686891,-102.5285397
North_Dakota,Barnes,10415.0,46.93579637,-98.06605978
North_Dakota,Benson,6832.0,48.0683985,-99.35916363
North_Dakota,Billings,928.0,47.02366884,-103.3762965
North_Dakota,Bottineau,6282.0,48.79106111,-100.8378166
North_Dakota,Bowman,3024.0,46.11285362,-103.5203343
North_Dakota,Burke,2115.0,48.79094471,-102.51821170000001
North_Dakota,Burleigh,95626.0,46.97847375,-100.46452140000001
North_Dakota,Cass,181923.0,46.93201724,-97.24447190000001
North_Dakota,Cavalier,3762.0,48.77286211,-98.46685243
North_Dakota,Dickey,4872.0,46.11017712,-98.50490079999999
North_Dakota,Divide,2264.0,48.814938700000006,-103.48736109999999
North_Dakota,Dunn,4424.0,47.35423935,-102.61604679999999
North_Dakota,Eddy,2287.0,47.71701474,-98.90432337
North_Dakota,Emmons,3241.0,46.28398398,-100.2389766
North_Dakota,Foster,3210.0,47.457108399999996,-98.88279923
North_Dakota,Golden_Valley,1761.0,46.94022281,-103.8465421
North_Dakota,Grand_Forks,69451.0,47.92093639,-97.45450447
North_Dakota,Grant,2274.0,46.35821257,-101.63900129999999
North_Dakota,Griggs,2231.0,47.45785838,-98.23850925
North_Dakota,Hettinger,2499.0,46.43375068,-102.4632417
North_Dakota,Kidder,2480.0,46.97830064,-99.77507857
North_Dakota,LaMoure,4046.0,46.45681054,-98.53542355
North_Dakota,Logan,1850.0,46.45729487,-99.47719806
North_Dakota,McHenry,5745.0,48.23104458,-100.6324822
North_Dakota,McIntosh,2497.0,46.11182017,-99.44145858
North_Dakota,McKenzie,15024.0,47.74133370000001,-103.395905
North_Dakota,McLean,9450.0,47.60766714,-101.3182418
North_Dakota,Mercer,8187.0,47.31213126,-101.8318399
North_Dakota,Morton,31364.0,46.71681782,-101.2822377
North_Dakota,Mountrail,10545.0,48.20197971,-102.3555315
North_Dakota,Nelson,2879.0,47.9226426,-98.19038437
North_Dakota,Oliver,1959.0,47.11530482,-101.3406158
North_Dakota,Pembina,6801.0,48.76623521,-97.5523809
North_Dakota,Pierce,3975.0,48.24977025,-99.96407787
North_Dakota,Ramsey,11519.0,48.26886249,-98.72223879
North_Dakota,Ransom,5218.0,46.45621782,-97.65742504
North_Dakota,Renville,2327.0,48.71982533,-101.6603912
North_Dakota,Richland,16177.0,46.26440649,-96.94852979
North_Dakota,Rolette,14176.0,48.77245354,-99.84097493
North_Dakota,Sargent,3898.0,46.10830372,-97.63217159
North_Dakota,Sheridan,1315.0,47.57700669,-100.3426391
North_Dakota,Sioux,4230.0,46.11323337,-101.04401490000001
North_Dakota,Slope,750.0,46.44737738,-103.4601547
North_Dakota,Stark,31489.0,46.80851182,-102.65763259999999
North_Dakota,Steele,1890.0,47.45611548,-97.72728747
North_Dakota,Stutsman,20704.0,46.97962541,-98.95637318
North_Dakota,Towner,2189.0,48.68565745,-99.24564265
North_Dakota,Traill,8036.0,47.45367788,-97.16323288
North_Dakota,Walsh,10641.0,48.36876964,-97.72574783
North_Dakota,Ward,67641.0,48.22390169,-101.54367629999999
North_Dakota,Wells,3834.0,47.58614526,-99.65904998
North_Dakota,Williams,37589.0,48.34522353,-103.4793387
Ohio,Adams,27698.0,38.84541072,-83.4718964
Ohio,Allen,102351.0,40.77285242,-84.10802343
Ohio,Ashland,53484.0,40.84772277,-82.27280781
Ohio,Ashtabula,97241.0,41.70860332,-80.74830218
Ohio,Athens,65327.0,39.33425634,-82.04278644
Ohio,Auglaize,45656.0,40.55998859,-84.22421429999999
Ohio,Belmont,67006.0,40.01625942,-80.9924051
Ohio,Brown,43432.0,38.93416837,-83.86788395
Ohio,Butler,383134.0,39.44012838,-84.57388716
Ohio,Carroll,26914.0,40.578968599999996,-81.09178213
Ohio,Champaign,38885.0,40.13923427,-83.76875242
Ohio,Clark,134083.0,39.91592258,-83.78498252
Ohio,Clermont,206428.0,39.04847534,-84.15375786
Ohio,Clinton,41968.0,39.41485808,-83.80852286
Ohio,Columbiana,101883.0,40.76932373,-80.78094576
Ohio,Coshocton,36600.0,40.30096166,-81.91729018
Ohio,Crawford,41494.0,40.85065156,-82.91989099
Ohio,Cuyahoga,1235072.0,41.424119,-81.65918339
Ohio,Darke,51113.0,40.13412966,-84.6194517
Ohio,Defiance,38087.0,41.32398837,-84.49076944
Ohio,Delaware,209177.0,40.27942393,-83.00457058
Ohio,Erie,74266.0,41.36796058,-82.62904521
Ohio,Fairfield,157574.0,39.75107189,-82.63088163
Ohio,Fayette,28525.0,39.56021306,-83.4562016
Ohio,Franklin,1316756.0,39.96995815,-83.01115755
Ohio,Fulton,42126.0,41.60213491,-84.12571393
Ohio,Gallia,29898.0,38.82708533,-82.31647569
Ohio,Geauga,93649.0,41.49952319,-81.17935342
Ohio,Greene,168937.0,39.69116283,-83.89032084
Ohio,Guernsey,38875.0,40.05026529,-81.49248905
Ohio,Hamilton,817473.0,39.19673558,-84.54502924
Ohio,Hancock,75783.0,41.00250487,-83.66838948
Ohio,Hardin,31365.0,40.66015414,-83.65929931
Ohio,Harrison,15040.0,40.29380509,-81.09068544
Ohio,Henry,27006.0,41.333964200000004,-84.06830637
Ohio,Highland,43161.0,39.1839264,-83.60331456
Ohio,Hocking,28264.0,39.49537927,-82.47991446
Ohio,Holmes,43960.0,40.56163713,-81.92635677
Ohio,Huron,58266.0,41.14651175,-82.59867951
Ohio,Jackson,32413.0,39.01914254,-82.61818559999998
Ohio,Jefferson,65325.0,40.38614126,-80.76259514
Ohio,Knox,62322.0,40.39830217,-82.42027563
Ohio,Lake,230149.0,41.69710807,-81.23676539
Ohio,Lawrence,59463.0,38.59743452,-82.53466552
Ohio,Licking,176862.0,40.09136236,-82.48185785
Ohio,Logan,45672.0,40.38996525,-83.76784341
Ohio,Lorain,309833.0,41.29553751,-82.15083537
Ohio,Lucas,428348.0,41.62101218,-83.65468618
Ohio,Madison,44731.0,39.89381073,-83.40178317
Ohio,Mahoning,228683.0,41.01631101,-80.77287029
Ohio,Marion,65093.0,40.58610662,-83.15736305
Ohio,Medina,179746.0,41.11770589,-81.89986209999998
Ohio,Meigs,22907.0,39.09224872,-82.0305041
Ohio,Mercer,41172.0,40.54043046,-84.62912742
Ohio,Miami,106987.0,40.0543329,-84.22871271
Ohio,Monroe,13654.0,39.72984936,-81.08464734
Ohio,Montgomery,531687.0,39.75394919,-84.29050975
Ohio,Morgan,14508.0,39.62081738,-81.85308173
Ohio,Morrow,35328.0,40.52363560000001,-82.7892599
Ohio,Muskingum,86215.0,39.96575964,-81.94363275
Ohio,Noble,14424.0,39.76818851,-81.45937183
Ohio,Ottawa,40525.0,41.53781826,-83.0940185
Ohio,Paulding,18672.0,41.11676341,-84.5801017
Ohio,Perry,36134.0,39.73508655,-82.23804971
Ohio,Pickaway,58457.0,39.64170392,-83.0243386
Ohio,Pike,27772.0,39.07634001,-83.06769584
Ohio,Portage,162466.0,41.16793482,-81.19735782
Ohio,Preble,40882.0,39.7420247,-84.64787018
Ohio,Putnam,33861.0,41.02094889,-84.1336111
Ohio,Richland,121154.0,40.77180308,-82.53799609999999
Ohio,Ross,76666.0,39.33705391,-83.06000914
Ohio,Sandusky,58518.0,41.35624126,-83.137872
Ohio,Scioto,75314.0,38.80270163,-82.98907345
Ohio,Seneca,55178.0,41.12351311,-83.12783209
Ohio,Shelby,48590.0,40.33163494,-84.20258189
Ohio,Stark,370606.0,40.81482476,-81.36437305
Ohio,Summit,541013.0,41.12464734,-81.53123079
Ohio,Trumbull,197974.0,41.31735028,-80.76109643
Ohio,Tuscarawas,91987.0,40.44214695,-81.47226262
Ohio,Union,58988.0,40.30016061,-83.37239023
Ohio,Van_Wert,28275.0,40.8554138,-84.59111700000003
Ohio,Vinton,13085.0,39.25208988,-82.4831444
Ohio,Warren,234602.0,39.42581994,-84.16557457
Ohio,Washington,59911.0,39.45690571,-81.49121382
Ohio,Wayne,115710.0,40.82925852,-81.88844833
Ohio,Williams,36692.0,41.56052014,-84.58429552
Ohio,Wood,130817.0,41.36224827,-83.62285108
Ohio,Wyandot,21772.0,40.84339621,-83.30734173
Oklahoma,Adair,22194.0,35.88494195,-94.65859267
Oklahoma,Alfalfa,5702.0,36.73090616,-98.32408495
Oklahoma,Atoka,13758.0,34.37366573,-96.03802487
Oklahoma,Beaver,5311.0,36.7496847,-100.4758872
Oklahoma,Beckham,21859.0,35.26862449,-99.68128023
Oklahoma,Blaine,9429.0,35.87518314,-98.43307003
Oklahoma,Bryan,47995.0,33.96472458,-96.25903472
Oklahoma,Caddo,28762.0,35.17364557,-98.37534464
Oklahoma,Canadian,148306.0,35.5426055,-97.98465569
Oklahoma,Carter,48111.0,34.25103751,-97.28552485
Oklahoma,Cherokee,48657.0,35.90692775,-94.99980896
Oklahoma,Choctaw,14672.0,34.02807439,-95.54771129
Oklahoma,Cimarron,2137.0,36.74817177,-102.5173885
Oklahoma,Cleveland,284014.0,35.20413532,-97.32519562
Oklahoma,Coal,5495.0,34.58840127,-96.29798747
Oklahoma,Comanche,120749.0,34.65973764,-98.47195055
Oklahoma,Cotton,5666.0,34.28845626,-98.37053567
Oklahoma,Craig,14142.0,36.76268118,-95.20916602
Oklahoma,Creek,71522.0,35.90230551,-96.37086028
Oklahoma,Custer,29003.0,35.63853802,-99.00170785
Oklahoma,Delaware,43009.0,36.40823634,-94.80325046
Oklahoma,Dewey,4891.0,35.98772922,-99.00730714
Oklahoma,Ellis,3859.0,36.218019399999996,-99.75324573
Oklahoma,Garfield,61056.0,36.3791334,-97.78265517
Oklahoma,Garvin,27711.0,34.70418038,-97.30811132
Oklahoma,Grady,55834.0,35.0167709,-97.88339847
Oklahoma,Grant,4333.0,36.796296999999996,-97.78638765
Oklahoma,Greer,5712.0,34.93535801,-99.56056120000001
Oklahoma,Harmon,2653.0,34.7440135,-99.84741652
Oklahoma,Harper,3688.0,36.78836519,-99.6679804
Oklahoma,Haskell,12627.0,35.22257600000001,-95.11513306
Oklahoma,Hughes,13279.0,35.04912569,-96.24921145
Oklahoma,Jackson,24530.0,34.58781741,-99.41138784
Oklahoma,Jefferson,6002.0,34.11130184,-97.83182974
Oklahoma,Johnston,11085.0,34.31440473,-96.66011537
Oklahoma,Kay,43538.0,36.81799745,-97.14421435
Oklahoma,Kingfisher,15765.0,35.94530008,-97.94193268
Oklahoma,Kiowa,8708.0,34.91671958,-98.97720696
Oklahoma,Latimer,10073.0,34.87844729,-95.25215049
Oklahoma,Le_Flore,49853.0,34.89851864,-94.70392124
Oklahoma,Lincoln,34877.0,35.70270942,-96.8812462
Oklahoma,Logan,48011.0,35.91899576,-97.44352845
Oklahoma,Love,10253.0,33.95273467,-97.23906784
Oklahoma,Major,7629.0,36.31149996,-98.53467076
Oklahoma,Marshall,16931.0,34.02311222,-96.76855464
Oklahoma,Mayes,41100.0,36.30179091,-95.23175116
Oklahoma,McClain,40474.0,35.01123903,-97.44572302
Oklahoma,McCurtain,32832.0,34.11664328,-94.77222373
Oklahoma,McIntosh,19596.0,35.37235506,-95.66599306
Oklahoma,Murray,14073.0,34.48116015,-97.06826283
Oklahoma,Muskogee,67997.0,35.61318461,-95.37802952
Oklahoma,Noble,11131.0,36.38953329,-97.22928674
Oklahoma,Nowata,10076.0,36.79843529,-95.61902331
Oklahoma,Okfuskee,11993.0,35.46485198,-96.32639984
Oklahoma,Oklahoma,797434.0,35.55140095,-97.40716948
Oklahoma,Okmulgee,38465.0,35.64661916,-95.96432828
Oklahoma,Osage,46963.0,36.62888819,-96.39635704
Oklahoma,Ottawa,31127.0,36.83532655,-94.81011909
Oklahoma,Pawnee,16376.0,36.31743373,-96.70331759999999
Oklahoma,Payne,81784.0,36.07695283,-96.97584944
Oklahoma,Pittsburg,43654.0,34.92065823,-95.75134320000001
Oklahoma,Pontotoc,38284.0,34.72959848,-96.68337199
Oklahoma,Pottawatomie,72592.0,35.20614018,-96.94923008
Oklahoma,Pushmataha,11096.0,34.41635232,-95.37603505
Oklahoma,Roger_Mills,3583.0,35.68711719,-99.69666167
Oklahoma,Rogers,92459.0,36.37004357,-95.60406759
Oklahoma,Seminole,24258.0,35.16478725,-96.61686741
Oklahoma,Sequoyah,41569.0,35.49447108,-94.75463785
Oklahoma,Stephens,43143.0,34.48556989,-97.85141892
Oklahoma,Texas,19983.0,36.74777635,-101.4889765
Oklahoma,Tillman,7250.0,34.37288446,-98.92426619
Oklahoma,Tulsa,651552.0,36.11939621,-95.94013939
Oklahoma,Wagoner,81289.0,35.96024096,-95.51911308
Oklahoma,Washington,51527.0,36.71380786,-95.90514104
Oklahoma,Washita,10916.0,35.29071824,-98.99180434
Oklahoma,Woods,8793.0,36.76705782,-98.86573064
Oklahoma,Woodward,20211.0,36.42316318,-99.26283045
Oregon,Baker,16124.0,44.70915557,-117.6749883
Oregon,Benton,93053.0,44.49167306,-123.4316987
Oregon,Clackamas,418187.0,45.18787398,-122.2179634
Oregon,Clatsop,40224.0,45.99712889,-123.660711
Oregon,Columbia,52354.0,45.94464254,-123.08908980000001
Oregon,Coos,64487.0,43.17406868,-124.0594514
Oregon,Crook,24404.0,44.14230227,-120.356297
Oregon,Curry,22925.0,42.45911325,-124.15728200000001
Oregon,Deschutes,197692.0,43.91570171,-121.2289121
Oregon,Douglas,110980.0,43.27941273,-123.16729099999999
Oregon,Gilliam,1912.0,45.37160076,-120.20488689999999
Oregon,Grant,7199.0,44.49024544,-119.0068631
Oregon,Harney,7393.0,43.06422669,-118.96663059999999
Oregon,Hood_River,23382.0,45.51872811,-121.65520359999998
Oregon,Jackson,220944.0,42.43201126,-122.72893090000001
Oregon,Jefferson,24658.0,44.62806839,-121.17832
Oregon,Josephine,87487.0,42.3665549,-123.5561938
Oregon,Klamath,68238.0,42.68762984,-121.64964609999998
Oregon,Lake,7869.0,42.79246693,-120.38501629999999
Oregon,Lane,382067.0,43.93727035,-122.847753
Oregon,Lincoln,49962.0,44.64252874,-123.86991200000001
Oregon,Linn,129749.0,44.48899494,-122.53731540000001
Oregon,Malheur,30571.0,43.1937027,-117.62273950000001
Oregon,Marion,347818.0,44.90287942,-122.58151170000001
Oregon,Morrow,11603.0,45.41846568,-119.584546
Oregon,Multnomah,812855.0,45.54747959,-122.4169351
Oregon,Polk,86085.0,44.90322804,-123.4128888
Oregon,Sherman,1780.0,45.41501554,-120.6827834
Oregon,Tillamook,27036.0,45.46248721,-123.712066
Oregon,Umatilla,77950.0,45.59073056,-118.7353826
Oregon,Union,26835.0,45.30915495,-118.0068979
Oregon,Wallowa,7208.0,45.57894064,-117.18353799999998
Oregon,Wasco,26682.0,45.16292781,-121.16709540000001
